variable;unit;min;max;definition
Water Consumption|Hydrogen|Gas|w/o CCS;km3/yr;0;;water consumption for hydrogen production from gas with freely vented CO2 emissions
Water Consumption|Hydrogen|Oil;km3/yr;0;;water consumption for hydrogen production from oil
Water Consumption|Hydrogen|Other;km3/yr;0;;water consumption for hydrogen production from other sources
Water Consumption|Hydrogen|Solar;km3/yr;0;;water consumption for hydrogen production from solar
Water Consumption|Liquids|Biomass;km3/yr;0;;water consumption for biofuel production
Water Consumption|Liquids|Biomass|w/ CCS;km3/yr;0;;water consumption for biofuel production with a CO2 capture component
Water Consumption|Liquids|Biomass|w/o CCS;km3/yr;0;;water consumption for biofuel production with freely vented CO2 emissions
Water Consumption|Liquids|Coal;km3/yr;0;;water consumption for coal to liquid production
Water Consumption|Liquids|Coal|w/ CCS;km3/yr;0;;water consumption for coal to liquid production with a CO2 capture component
Water Consumption|Liquids|Coal|w/o CCS;km3/yr;0;;water consumption for coal to liquid production with freely vented CO2 emissions
Water Consumption|Liquids|Fossil;km3/yr;0;;water consumption for fossil to liquid production from fossil fuels
Water Consumption|Liquids|Fossil|w/ CCS;km3/yr;0;;water consumption for fossil to liquid production from fossil fuels with a CO2 capture component
Water Consumption|Liquids|Fossil|w/o CCS;km3/yr;0;;water consumption for fossil to liquid production from fossil fuels with freely vented CO2 emissions
Water Consumption|Liquids|Gas;km3/yr;0;;water consumption for gas to liquid production
Water Consumption|Liquids|Gas|w/ CCS;km3/yr;0;;water consumption for gas to liquid production with a CO2 capture component
Water Consumption|Liquids|Gas|w/o CCS;km3/yr;0;;water consumption for gas to liquid production with freely vented CO2 emissions
Water Consumption|Liquids|Oil;km3/yr;0;;water consumption for oil production
Water Thermal Pollution|Electricity|Biomass;EJ/yr;0;;thermal water pollution from net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas
Water Thermal Pollution|Electricity|Biomass|w/ CCS;EJ/yr;0;;thermal water pollution from net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with a CO2 capture component
Water Thermal Pollution|Electricity|Biomass|w/o CCS;EJ/yr;0;;thermal water pollution from net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with freely vented CO2 emissions
Water Thermal Pollution|Electricity|Coal;EJ/yr;0;;thermal water pollution from net electricity production from coal
Water Thermal Pollution|Electricity|Coal|w/ CCS;EJ/yr;0;;thermal water pollution from net electricity production from coal with a CO2 capture component
Water Thermal Pollution|Electricity|Coal|w/o CCS;EJ/yr;0;;thermal water pollution from net electricity production from coal with freely vented CO2 emissions
Water Thermal Pollution|Electricity|Fossil;EJ/yr;0;;thermal water pollution from net electricity production from coal, gas, conventional and unconventional oil
Water Thermal Pollution|Electricity|Fossil|w/ CCS;EJ/yr;0;;thermal water pollution from net electricity production from coal, gas, conventional and unconventional oil used in combination with CCS
Water Thermal Pollution|Electricity|Fossil|w/o CCS;EJ/yr;0;;thermal water pollution from  net electricity production from coal, gas, conventional and unconventional oil without CCS
Water Thermal Pollution|Electricity|Gas;EJ/yr;0;;thermal water pollution from net electricity production from natural gas
Water Thermal Pollution|Electricity|Gas|w/ CCS;EJ/yr;0;;thermal water pollution from net electricity production from natural gas with a CO2 capture component
Water Thermal Pollution|Electricity|Gas|w/o CCS;EJ/yr;0;;thermal water pollution from net electricity production from natural gas with freely vented CO2 emissions
Water Thermal Pollution|Electricity|Geothermal;EJ/yr;0;;thermal water pollution from net electricity production from all sources of geothermal energy (e.g., hydrothermal, enhanced geothermal systems)
Water Thermal Pollution|Electricity|Non-Biomass Renewables;EJ/yr;0;;thermal water pollution from net electricity production from hydro, wind, solar, geothermal, ocean, and other renewable sources (excluding bioenergy). This is a summary category for all the non-biomass renewables.
Water Thermal Pollution|Electricity|Nuclear;EJ/yr;0;;thermal water pollution from net electricity production from nuclear energy
Water Thermal Pollution|Electricity|Oil;EJ/yr;0;;thermal water pollution from net electricity production from refined liquids
Water Thermal Pollution|Electricity|Oil|w/ CCS;EJ/yr;0;;thermal water pollution from net electricity production from refined liquids with a CO2 capture component
Water Thermal Pollution|Electricity|Oil|w/o CCS;EJ/yr;0;;thermal water pollution from net electricity production from refined liquids with freely vented CO2 emissions
Water Thermal Pollution|Electricity|Once Through;EJ/yr;0;;thermal water pollution from net electricity production using once through cooling
Water Thermal Pollution|Electricity|Other;EJ/yr;0;;thermal water pollution from net electricity production from sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab)
Water Thermal Pollution|Electricity|Sea Cooling;EJ/yr;0;;thermal water pollution from net electricity production using sea water cooling
Water Thermal Pollution|Electricity|Solar;EJ/yr;0;;thermal water pollution from net electricity production from all sources of solar energy (e.g., PV and concentrating solar power)
Water Thermal Pollution|Electricity|Solar|CSP;EJ/yr;0;;thermal water pollution from net electricity production from concentrating solar power (CSP)
Water Withdrawal|Electricity|Biomass;km3/yr;0;;water withdrawals for net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas
Water Withdrawal|Electricity|Biomass|w/ CCS;km3/yr;0;;water withdrawals for net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with a CO2 capture component
Water Withdrawal|Electricity|Biomass|w/o CCS;km3/yr;0;;water withdrawals for net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with freely vented CO2 emissions
Water Withdrawal|Electricity|Coal;km3/yr;0;;water withdrawals for net electricity production from coal
Water Withdrawal|Electricity|Coal|w/ CCS;km3/yr;0;;water withdrawals for net electricity production from coal with a CO2 capture component
Water Withdrawal|Electricity|Coal|w/o CCS;km3/yr;0;;water withdrawals for net electricity production from coal with freely vented CO2 emissions
Water Withdrawal|Electricity|Cooling Pond;km3/yr;0;;water withdrawals for net electricity production using pond cooling
Water Withdrawal|Electricity|Dry Cooling;km3/yr;0;;water withdrawals for net electricity production using dry cooling
Water Withdrawal|Electricity|Fossil;km3/yr;0;;water withdrawals for net electricity production from coal, gas, conventional and unconventional oil
Water Withdrawal|Electricity|Fossil|w/ CCS;km3/yr;0;;water withdrawals for net electricity production from coal, gas, conventional and unconventional oil used in combination with CCS
Water Withdrawal|Electricity|Fossil|w/o CCS;km3/yr;0;;water withdrawals for  net electricity production from coal, gas, conventional and unconventional oil without CCS
Water Withdrawal|Electricity|Gas;km3/yr;0;;water withdrawals for net electricity production from natural gas
Water Withdrawal|Electricity|Gas|w/ CCS;km3/yr;0;;water withdrawals for net electricity production from natural gas with a CO2 capture component
Water Withdrawal|Electricity|Gas|w/o CCS;km3/yr;0;;water withdrawals for net electricity production from natural gas with freely vented CO2 emissions
Water Withdrawal|Electricity|Geothermal;km3/yr;0;;water withdrawals for net electricity production from all sources of geothermal energy (e.g., hydrothermal, enhanced geothermal systems)
Water Withdrawal|Electricity|Hydro;km3/yr;0;;water withdrawals for net hydroelectric production
Water Withdrawal|Electricity|Non-Biomass Renewables;km3/yr;0;;water withdrawals for net electricity production from hydro, wind, solar, geothermal, ocean, and other renewable sources (excluding bioenergy). This is a summary category for all the non-biomass renewables.
Water Withdrawal|Electricity|Nuclear;km3/yr;0;;water withdrawals for net electricity production from nuclear energy
Water Withdrawal|Electricity|Ocean;km3/yr;0;;water withdrawals for net electricity production from all sources of ocean energy (e.g., tidal, wave, ocean thermal electricity production generation)
Water Withdrawal|Electricity|Oil;km3/yr;0;;water withdrawals for net electricity production from refined liquids
Water Withdrawal|Electricity|Oil|w/ CCS;km3/yr;0;;water withdrawals for net electricity production from refined liquids with a CO2 capture component
Water Withdrawal|Electricity|Oil|w/o CCS;km3/yr;0;;water withdrawals for net electricity production from refined liquids with freely vented CO2 emissions
Water Withdrawal|Electricity|Once Through;km3/yr;0;;water withdrawals for net electricity production using once through cooling
Water Withdrawal|Electricity|Other;km3/yr;0;;water withdrawals for net electricity production from sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab)
Water Withdrawal|Electricity|Sea Cooling;km3/yr;0;;water withdrawals for net electricity production using sea water cooling
Water Withdrawal|Electricity|Solar;km3/yr;0;;water withdrawals for net electricity production from all sources of solar energy (e.g., PV and concentrating solar power)
Water Withdrawal|Electricity|Solar|CSP;km3/yr;0;;water withdrawals for net electricity production from concentrating solar power (CSP)
Water Withdrawal|Electricity|Solar|PV;km3/yr;0;;water withdrawals for net electricity production from solar photovoltaics (PV)
Water Withdrawal|Electricity|Wet Tower;km3/yr;0;;water withdrawals for net electricity production using wet tower cooling
Water Withdrawal|Electricity|Wind;km3/yr;0;;water withdrawals for net electricity production from wind energy (on- and offshore)
